id,user_id,content,creation_date
506,491,What is the square root of 144?,4/18/2024
507,3641,What is the square root of 144?,5/16/2024
508,5423,What is the formula for calculating the area of a circle?,12/7/2023
509,4255,What is the largest planet in our solar system?,3/2/2024
510,9713,What is the formula for calculating the volume of a rectangular prism?,12/29/2023
511,4658,What is the largest planet in our solar system?,11/30/2023
512,3976,What is the formula for calculating the volume of a rectangular prism?,7/9/2024
513,9654,What is the atomic number of oxygen?,7/22/2024
514,5781,What is the boiling point of water in Celsius?,3/5/2024
515,9689,What is the formula for calculating the area of a circle?,7/20/2024
516,7525,Who wrote the play 'Romeo and Juliet'?,7/13/2024
517,8720,What is the formula for calculating the area of a circle?,3/4/2024
518,9942,What is the largest planet in our solar system?,10/5/2024
519,77,What is the largest planet in our solar system?,5/10/2024
520,3128,What is the formula for calculating the volume of a rectangular prism?,5/24/2024
521,4826,What is the formula for calculating the area of a circle?,1/9/2024
522,9334,What is the formula for calculating the volume of a rectangular prism?,7/31/2024
523,3492,What is the formula for calculating the area of a circle?,8/18/2024
524,8081,What is the formula for calculating the area of a circle?,11/20/2023
525,7690,What is the square root of 144?,3/3/2024
526,8386,What is the chemical symbol for gold?,1/27/2024
527,441,What is the formula for calculating the perimeter of a square?,2/27/2024
528,4857,What is the formula for calculating the perimeter of a square?,1/25/2024
529,8444,What is the chemical symbol for gold?,6/8/2024
530,5031,What is the square root of 144?,2/21/2024
531,5737,What is the boiling point of water in Celsius?,9/12/2024
532,611,Who wrote the play 'Romeo and Juliet'?,8/28/2024
533,5469,What is the capital of France?,2/1/2024
534,345,What is the formula for calculating the perimeter of a square?,11/9/2024
535,55,What is the capital of France?,8/11/2024
536,1371,What is the formula for calculating the perimeter of a square?,9/18/2024
537,9682,What is the square root of 144?,8/26/2024
538,68,What is the square root of 144?,4/28/2024
539,4694,What is the chemical symbol for gold?,5/25/2024
540,6077,What is the formula for calculating the volume of a rectangular prism?,6/14/2024
541,2836,What is the square root of 144?,3/9/2024
542,7835,Who wrote the play 'Romeo and Juliet'?,5/23/2024
543,529,What is the capital of France?,12/29/2023
544,4117,What is the capital of France?,2/14/2024
545,9495,What is the boiling point of water in Celsius?,10/27/2024
546,6916,Who wrote the play 'Romeo and Juliet'?,12/27/2023
547,9132,Who wrote the play 'Romeo and Juliet'?,9/11/2024
548,2862,What is the largest planet in our solar system?,7/14/2024
549,975,What is the largest planet in our solar system?,7/24/2024
550,2965,What is the formula for calculating the volume of a rectangular prism?,5/17/2024
551,9705,What is the formula for calculating the volume of a rectangular prism?,12/19/2023
552,9452,What is the chemical symbol for gold?,5/2/2024
553,5889,What is the boiling point of water in Celsius?,7/13/2024
554,8712,What is the largest planet in our solar system?,5/25/2024
555,6027,What is the capital of France?,1/7/2024
556,312,Who wrote the play 'Romeo and Juliet'?,5/21/2024
557,1336,What is the formula for calculating the volume of a rectangular prism?,12/22/2023
558,4738,What is the atomic number of oxygen?,6/24/2024
559,4977,What is the formula for calculating the volume of a rectangular prism?,9/23/2024
560,1242,What is the largest planet in our solar system?,10/19/2024
561,7875,Who wrote the play 'Romeo and Juliet'?,9/27/2024
562,9578,What is the boiling point of water in Celsius?,5/18/2024
563,9721,What is the boiling point of water in Celsius?,1/25/2024
564,9926,What is the atomic number of oxygen?,9/21/2024
565,5435,What is the atomic number of oxygen?,1/17/2024
566,3581,What is the capital of France?,3/15/2024
567,6229,What is the largest planet in our solar system?,7/14/2024
568,8901,What is the chemical symbol for gold?,1/13/2024
569,6331,What is the square root of 144?,9/4/2024
570,2112,What is the formula for calculating the volume of a rectangular prism?,10/9/2024
571,5783,What is the largest planet in our solar system?,4/13/2024
572,1786,What is the formula for calculating the perimeter of a square?,3/21/2024
573,5515,What is the formula for calculating the perimeter of a square?,6/15/2024
574,5587,Who wrote the play 'Romeo and Juliet'?,1/30/2024
575,6894,What is the largest planet in our solar system?,3/20/2024
576,7338,What is the atomic number of oxygen?,3/31/2024
577,6978,What is the formula for calculating the perimeter of a square?,2/6/2024
578,6627,What is the atomic number of oxygen?,1/26/2024
579,4882,What is the capital of France?,7/11/2024
580,5449,What is the capital of France?,12/29/2023
581,9036,What is the formula for calculating the volume of a rectangular prism?,9/30/2024
582,5858,What is the capital of France?,4/6/2024
583,8909,What is the square root of 144?,3/4/2024
584,2619,What is the square root of 144?,6/29/2024
585,1152,What is the boiling point of water in Celsius?,6/24/2024
586,5951,What is the atomic number of oxygen?,2/6/2024
587,3467,What is the largest planet in our solar system?,11/10/2024
588,894,What is the chemical symbol for gold?,8/29/2024
589,3612,What is the boiling point of water in Celsius?,7/30/2024
590,352,Who wrote the play 'Romeo and Juliet'?,4/26/2024
591,2694,What is the boiling point of water in Celsius?,6/11/2024
592,8390,What is the formula for calculating the perimeter of a square?,2/15/2024
593,4705,What is the formula for calculating the perimeter of a square?,7/4/2024
594,371,Who wrote the play 'Romeo and Juliet'?,1/10/2024
595,5745,What is the formula for calculating the perimeter of a square?,8/14/2024
596,2372,What is the largest planet in our solar system?,3/14/2024
597,1434,Who wrote the play 'Romeo and Juliet'?,8/24/2024
598,3736,What is the formula for calculating the area of a circle?,2/15/2024
599,744,What is the formula for calculating the area of a circle?,4/14/2024
600,3641,What is the formula for calculating the area of a circle?,9/22/2024
601,5186,Who wrote the play 'Romeo and Juliet'?,7/22/2024
602,8248,What is the capital of France?,8/5/2024
603,9589,What is the square root of 144?,10/24/2024
604,6278,What is the square root of 144?,4/16/2024
605,5777,What is the chemical symbol for gold?,1/12/2024
606,7699,What is the boiling point of water in Celsius?,12/28/2023
607,6310,What is the square root of 144?,4/28/2024
608,7929,What is the formula for calculating the area of a circle?,1/18/2024
609,5268,What is the chemical symbol for gold?,9/17/2024
610,2636,What is the atomic number of oxygen?,8/5/2024
611,5443,What is the square root of 144?,7/26/2024
612,4383,What is the atomic number of oxygen?,3/10/2024
613,5367,Who wrote the play 'Romeo and Juliet'?,2/14/2024
614,3635,What is the boiling point of water in Celsius?,6/7/2024
615,1240,What is the formula for calculating the area of a circle?,7/2/2024
616,6507,What is the atomic number of oxygen?,9/19/2024
617,8075,What is the capital of France?,9/18/2024
618,8919,Who wrote the play 'Romeo and Juliet'?,1/13/2024
619,2677,What is the chemical symbol for gold?,7/13/2024
620,6328,What is the capital of France?,1/28/2024
621,4984,What is the boiling point of water in Celsius?,7/21/2024
622,4846,What is the formula for calculating the area of a circle?,12/19/2023
623,7251,What is the atomic number of oxygen?,10/14/2024
624,3943,Who wrote the play 'Romeo and Juliet'?,9/29/2024
625,2927,What is the largest planet in our solar system?,12/3/2023
626,7255,What is the formula for calculating the area of a circle?,9/11/2024
627,4029,What is the atomic number of oxygen?,9/20/2024
628,6537,What is the boiling point of water in Celsius?,6/12/2024
629,620,What is the square root of 144?,7/9/2024
630,2820,What is the formula for calculating the volume of a rectangular prism?,1/31/2024
631,4172,What is the formula for calculating the volume of a rectangular prism?,5/20/2024
632,3228,What is the formula for calculating the perimeter of a square?,8/15/2024
633,831,What is the square root of 144?,11/8/2024
634,3292,Who wrote the play 'Romeo and Juliet'?,11/26/2023
635,3723,What is the formula for calculating the volume of a rectangular prism?,1/2/2024
636,1334,What is the capital of France?,9/11/2024
637,9347,What is the capital of France?,3/4/2024
638,7082,What is the formula for calculating the volume of a rectangular prism?,2/4/2024
639,3432,What is the chemical symbol for gold?,3/17/2024
640,532,What is the boiling point of water in Celsius?,12/10/2023
641,9401,What is the atomic number of oxygen?,12/10/2023
642,9582,What is the capital of France?,11/20/2023
643,2261,What is the largest planet in our solar system?,5/31/2024
644,3137,What is the largest planet in our solar system?,9/9/2024
645,8192,What is the largest planet in our solar system?,11/28/2023
646,4686,What is the boiling point of water in Celsius?,3/23/2024
647,114,What is the largest planet in our solar system?,11/19/2023
648,8745,What is the square root of 144?,6/21/2024
649,4725,What is the formula for calculating the volume of a rectangular prism?,7/15/2024
650,8124,What is the atomic number of oxygen?,9/19/2024
651,2883,What is the atomic number of oxygen?,5/10/2024
652,9892,What is the atomic number of oxygen?,1/16/2024
653,2659,What is the chemical symbol for gold?,9/3/2024
654,4241,What is the chemical symbol for gold?,1/30/2024
655,9456,What is the largest planet in our solar system?,1/10/2024
656,8419,What is the chemical symbol for gold?,11/17/2023
657,8497,What is the boiling point of water in Celsius?,12/20/2023
658,39,Who wrote the play 'Romeo and Juliet'?,3/11/2024
659,6826,What is the square root of 144?,4/26/2024
660,8185,Who wrote the play 'Romeo and Juliet'?,8/10/2024
661,1786,What is the boiling point of water in Celsius?,12/7/2023
662,8657,What is the formula for calculating the volume of a rectangular prism?,2/23/2024
663,9919,What is the boiling point of water in Celsius?,6/22/2024
664,8409,What is the formula for calculating the volume of a rectangular prism?,2/2/2024
665,5528,What is the atomic number of oxygen?,8/23/2024
666,8621,What is the formula for calculating the volume of a rectangular prism?,2/4/2024
667,1952,What is the atomic number of oxygen?,6/19/2024
668,4081,What is the boiling point of water in Celsius?,2/2/2024
669,7865,What is the boiling point of water in Celsius?,5/16/2024
670,8250,What is the chemical symbol for gold?,5/26/2024
671,4440,What is the boiling point of water in Celsius?,10/9/2024
672,2169,What is the boiling point of water in Celsius?,6/24/2024
673,1190,What is the largest planet in our solar system?,1/16/2024
674,4709,What is the boiling point of water in Celsius?,11/24/2023
675,2889,What is the capital of France?,12/28/2023
676,7495,What is the atomic number of oxygen?,10/27/2024
677,3708,What is the largest planet in our solar system?,2/14/2024
678,7333,What is the capital of France?,12/9/2023
679,1680,What is the formula for calculating the volume of a rectangular prism?,1/3/2024
680,1665,What is the atomic number of oxygen?,2/3/2024
681,6629,What is the largest planet in our solar system?,10/25/2024
682,7018,What is the chemical symbol for gold?,11/27/2023
683,371,What is the boiling point of water in Celsius?,4/15/2024
684,8920,What is the formula for calculating the area of a circle?,12/28/2023
685,7377,What is the largest planet in our solar system?,2/19/2024
686,1286,What is the chemical symbol for gold?,6/9/2024
687,1652,What is the square root of 144?,9/5/2024
688,7744,What is the largest planet in our solar system?,4/22/2024
689,7284,What is the formula for calculating the perimeter of a square?,1/20/2024
690,3113,What is the atomic number of oxygen?,3/28/2024
